Country Name,Year,Exports_GDP_percent,GDP growth (annual %),GDP_per_capita,Imports_GDP_percent,"Inflation, consumer prices (annual %)",Population_growth_percent,"Unemployment, total (% of total labor force) (national estimate)",Group,x,y
Australia,2019,24.159678,2.171545057,92150.97826,22.0278239,1.610767873,1.477490711,5.143,Group C: Emerging / High-growth,1524164.3372457314,666465.9328014333
Australia,2020,24.02673916,-0.119590736,90912.48991,20.63771691,0.846905537,1.233428251,6.394,Group C: Emerging / High-growth,1460539.431754878,708175.3865808017
Australia,2021,22.05667598,2.111168148,92701.10209,18.24580429,2.863910422,0.140895083,5.023,Group C: Emerging / High-growth,1433838.7420294255,758662.111392441
Australia,2022,25.53158803,4.242385553,95411.77561,20.2901822,6.594096713,1.272698814,3.728,Group C: Emerging / High-growth,1494356.5586358928,864142.7723488755
Australia,2023,26.79924113,3.4419922,96331.91318,22.42594293,5.597014925,2.424315539,3.668,Group C: Emerging / High-growth,1563051.6095584794,946860.5925991968
Australia,2024,24.70520931,1.43111252,95727.81783,22.60901971,3.161614283,2.050041134,,Group B: Transitional / Mixed,-666360.5773921193,-1722062.2672502305
Brunei Darussalam,2015,52.2130113,-0.392383488,44047.45708,37.68317708,-0.488347421,1.302103593,,Group C: Emerging / High-growth,499819.9101422118,-1466269.7795102545
Brunei Darussalam,2016,49.57777733,-2.477917765,42418.29887,37.74202392,-0.278693266,1.259642722,,Group C: Emerging / High-growth,1378468.1688664379,793870.5979426308
Brunei Darussalam,2017,49.57330652,1.328726513,42464.67545,35.6035539,-1.260505646,1.210704566,9.316,Group C: Emerging / High-growth,1421962.0186650932,663456.2089553549
Brunei Darussalam,2018,51.93323975,0.052371054,41998.00604,41.96482195,1.025051793,1.157399588,8.7,Group C: Emerging / High-growth,1497339.043692555,624029.3575013675
Brunei Darussalam,2019,57.94604061,3.868844164,43142.94093,50.56361788,-0.390522069,1.106213509,6.6,Group C: Emerging / High-growth,1542951.9417355664,671283.8720404437
Brunei Darussalam,2020,57.35611137,1.133573406,43171.30111,52.9348922,1.940319966,1.061482816,7.409,Group C: Emerging / High-growth,1478123.5589951153,712338.0253180608
Brunei Darussalam,2021,80.16891083,-1.590762481,42078.5326,66.95420158,1.733413885,0.960274305,4.905,Group C: Emerging / High-growth,1450260.3347824432,760761.4195339299
Brunei Darussalam,2022,86.38935701,-1.62833154,41061.6587,60.58460908,3.682250306,0.804554269,5.191,Group C: Emerging / High-growth,1510989.3032210767,866870.1092494577
Brunei Darussalam,2023,76.70320243,1.127644192,41200.86813,60.16023187,0.357064312,0.782881747,5.296,Group C: Emerging / High-growth,1576861.6966293892,952500.7436970196
Brunei Darussalam,2024,74.29828444,4.200372735,42581.49034,58.9249341,-0.388674165,0.818518789,,Group B: Transitional / Mixed,-671322.7193924556,-1734443.4496973436
Cambodia,2015,55.98122031,7.207034725,6106675.539,66.1283765,1.223931955,1.46023763,0.393,Group B: Transitional / Mixed,-187748.2808350793,844172.2168580126
Cambodia,2016,56.43183772,7.905501161,6494022.351,66.27271788,3.019139751,1.458607676,0.716,Group B: Transitional / Mixed,-873180.2961663976,-370613.4486263867
Cambodia,2017,56.30005367,8.075039155,6922106.029,64.85539763,2.912635574,1.381765961,0.141,Group B: Transitional / Mixed,-1122444.9473030062,-162375.53951721184
Cambodia,2018,55.47139736,8.776223762,7436541.049,62.96625806,2.459085154,1.243682774,,Group B: Transitional / Mixed,-1422677.695630944,270356.61852374644
Cambodia,2019,55.44686797,7.936950136,7926067.996,60.2898111,1.942575008,1.26258301,0.499,Group B: Transitional / Mixed,-1436266.3195432865,-105391.89386569317
Cambodia,2020,59.92179794,-3.555721934,7532643.186,62.18359841,2.940295143,1.470629886,0.172,Group B: Transitional / Mixed,-1320173.158025338,-108381.75227329099
Cambodia,2021,72.36103464,3.089842842,7651555.036,73.81881187,2.920734776,1.476778362,0.396,Group B: Transitional / Mixed,-1326633.4312453715,-201397.22013207438
Cambodia,2022,72.20706068,5.129901108,7937723.899,73.66657208,5.343702649,1.330888131,,Group B: Transitional / Mixed,-1476248.492586252,109604.24065123711
Cambodia,2023,66.89266606,5.007330438,8228917.534,67.31417634,2.127467966,1.283206776,,Group B: Transitional / Mixed,-1091075.9351050598,-224240.98483399922
Cambodia,2024,71.36358417,6.015814574,8617656.428,72.08342554,,1.225939863,,Group C: Emerging / High-growth,250101.89665922968,981742.4966739793
China,2015,20.93906422,6.978780027,56703.23536,17.75812061,1.437023809,0.581456147,,Group C: Emerging / High-growth,499205.52433818986,-1462060.2666476585
China,2016,19.20365074,6.775555628,60199.23205,16.97351996,2.000001822,0.573050906,,Group C: Emerging / High-growth,1373374.9463836905,792512.3932481215
China,2017,19.33563017,6.891266362,63959.43633,17.61522245,1.593136001,0.605245013,3.9,Group C: Emerging / High-growth,1414133.1652148373,661362.8370545281
China,2018,18.7705198,6.756718002,67962.40949,18.12386459,2.0747904,0.467672053,4.93,Group C: Emerging / High-growth,1488161.9381758336,622246.2775188371
China,2019,18.05570696,6.068502351,71831.44191,17.14371331,2.899234164,0.35474089,5.15,Group C: Emerging / High-growth,1531974.1067200948,668386.8222167455
China,2020,18.20358217,2.340188431,73337.65148,15.83536862,2.419421895,0.23804087,5.61,Group C: Emerging / High-growth,1467032.6835498298,709637.9435848587
China,2021,19.52624222,8.570085132,79551.71729,16.99444895,0.981015136,0.0892522,5.11,Group C: Emerging / High-growth,1438104.3771605364,759141.2750209006
China,2022,20.29773169,3.134188872,82055.76655,17.14298818,1.973575557,-0.013099501,,Group C: Emerging / High-growth,1643567.635099834,944262.1979489676
China,2023,19.10247172,5.414843301,86588.78553,17.00272065,0.234836829,-0.103794532,,Group C: Emerging / High-growth,1672477.558981607,1041832.8339481477
China,2024,20.02291664,4.977356592,91010.54995,17.1755035,0.218128938,-0.123063407,,Group B: Transitional / Mixed,-666793.6653641516,-1723226.9752615343
Fiji,2015,48.83675558,4.50120041,10428.792,52.35229338,1.374885426,0.108160343,,Group C: Emerging / High-growth,501637.9484524609,-1477261.788614655
Fiji,2016,46.64724139,2.445651797,10677.00938,50.5272492,3.863225382,0.063991505,4.32,Group C: Emerging / High-growth,1288777.3683099144,731824.4149984784
Fiji,2017,46.01556504,5.35336456,11253.57161,51.00609749,3.347578348,-0.044289077,,Group C: Emerging / High-growth,1569610.052380771,734719.3759317859
Fiji,2018,47.74879577,3.812351222,11702.70983,55.48662417,4.081476376,-0.172010115,,Group C: Emerging / High-growth,1618233.9092040982,690846.4668042399
Fiji,2019,48.46090215,-0.581946709,11663.61336,58.95056199,1.773101825,-0.249006858,,Group C: Emerging / High-growth,1670005.0816406235,741223.9643019042
Fiji,2020,27.82957341,-17.03866737,9675.612238,44.51400237,-2.595243259,0.006995063,,Group C: Emerging / High-growth,1597512.7044601485,780449.5132987284
Fiji,2021,27.25332827,-4.881036196,9185.793014,54.47188033,0.155855722,0.190863716,,Group C: Emerging / High-growth,1570913.4488367396,844882.5680411359
Fiji,2022,48.17411538,19.79272669,10971.46588,69.33244426,4.320118562,0.295294728,,Group C: Emerging / High-growth,1664812.3925103168,949080.049783998
Fiji,2023,56.96641605,7.524291351,11736.70041,69.2127623,2.344082966,0.5123774,,Group C: Emerging / High-growth,1692741.2343829279,1052348.593236388
Fiji,2024,,3.828998887,12125.2326,,4.511382565,0.500721797,,Group B: Transitional / Mixed,-717339.7219841405,-1972966.2512474102
French Polynesia,2015,19.61376507,1.803340815,1865867.001,36.01670356,,0.533692559,,Group C: Emerging / High-growth,1119095.3213699742,-1054230.793067474
French Polynesia,2016,19.61263411,2.302198237,1899852.424,34.00386083,,0.471058813,,Group C: Emerging / High-growth,938410.7157740755,1399842.568676849
French Polynesia,2017,19.55695843,4.292633631,1974975.633,35.02073207,,0.325069797,,Group C: Emerging / High-growth,1123057.5803507725,1434891.6938155172
French Polynesia,2018,20.97916875,1.871231911,2013887.747,44.0354941,,-0.097159868,,Group C: Emerging / High-growth,1153749.876198789,1396756.8112494405
French Polynesia,2019,20.59235903,2.700012067,2074051.908,42.71375337,,-0.279503232,,Group C: Emerging / High-growth,1248307.47354121,1499474.8920146518
French Polynesia,2020,9.499728476,-7.050944221,1926603.369,36.33345496,,0.062696713,,Group C: Emerging / High-growth,1272792.521311772,1508906.3611281486
French Polynesia,2021,13.10280139,2.094529907,1962858.123,38.53480704,,0.208586465,,Group C: Emerging / High-growth,1295622.2421389,1599985.8949695223
French Polynesia,2022,21.09682259,4.4663797,2046241.146,46.13414366,,0.209222277,,Group C: Emerging / High-growth,1331855.046123496,1739985.629834574
French Polynesia,2023,23.07255682,2.996927078,2102017.658,45.6355357,,0.263581728,,Group C: Emerging / High-growth,1145845.7055125667,1535208.7699897133
French Polynesia,2024,,,,,,0.244792945,,Group B: Transitional / Mixed,0.13442130951085332,0.3651251662400238
Guam,2015,18.07208139,0.825688073,33322.21582,53.26780479,,-0.351704858,6.9,Group C: Emerging / High-growth,505327.54686855356,-1489730.3461248893
Guam,2016,18.96288765,0.181983621,33519.45102,51.44890696,,-0.408339927,5.4,Group C: Emerging / High-growth,1399621.8126650958,797375.2270166279
Guam,2017,18.97555297,0.890099909,33971.49673,50.29103609,,-0.453432486,,Group C: Emerging / High-growth,1733784.9750811085,826435.7816762713
Guam,2018,19.25301603,-0.828231905,33858.08863,53.71013056,,-0.49728924,,Group C: Emerging / High-growth,1794592.032156573,778863.3334493353
Guam,2019,22.2501967,2.523602033,34899.38693,55.81431943,,-0.536848682,,Group C: Emerging / High-growth,1854181.778079142,832027.2950893582
Guam,2020,6.406355646,-10.51885957,31160.96646,57.26842461,,0.216072141,,Group C: Emerging / High-growth,1773903.2274106175,872025.9870712361
Guam,2021,3.095925569,2.058183257,31496.97673,58.74238049,,0.964756108,,Group C: Emerging / High-growth,1746629.6472356955,943197.744285593
Guam,2022,7.887120116,5.099864262,32812.68919,63.97973951,,0.881705873,,Group C: Emerging / High-growth,1844746.8922614916,1065811.254008094
Guam,2023,,,,,,0.799555642,,Group B: Transitional / Mixed,-0.4632961464235793,-0.3005867872026305
Guam,2024,,,,,,0.760437189,,Group B: Transitional / Mixed,0.12712892486453714,0.19730043966005595
"Hong Kong SAR, China",2015,195.8976016,2.387783395,374870.0506,193.5083476,2.990848193,0.851197911,3.314,Group C: Emerging / High-growth,443312.78133260744,-1238134.5552349144
"Hong Kong SAR, China",2016,187.0051289,2.175436928,380660.115,184.7221029,2.409307439,0.619366345,3.392,Group C: Emerging / High-growth,1167873.4040990819,694491.3296182996
"Hong Kong SAR, China",2017,188.9023996,3.796113581,392085.5651,187.8932671,1.493872439,0.768513878,3.124,Group C: Emerging / High-growth,1290616.8120666167,635076.613502525
"Hong Kong SAR, China",2018,188.339507,2.846934576,400033.9479,188.5532665,2.40613432,0.800230597,2.805,Group C: Emerging / High-growth,1361147.0347057572,600979.466710787
"Hong Kong SAR, China",2019,177.6513152,-1.672395165,390446.5963,176.092206,2.883208538,0.739283471,2.917,Group C: Emerging / High-growth,1407393.8679508625,648992.1794298949
"Hong Kong SAR, China",2020,176.3044824,-6.544783202,366204.7855,174.3752226,0.250962021,-0.358932662,5.808,Group C: Emerging / High-growth,1356851.457841606,694241.9526933297
"Hong Kong SAR, China",2021,204.0142637,6.454424733,393411.9329,198.4454177,1.568758344,-0.911776749,5.174,Group C: Emerging / High-growth,1333618.3847565947,751326.8495366431
"Hong Kong SAR, China",2022,194.486518,-3.683751417,382375.5462,190.3946252,1.881367072,-0.907914524,4.318,Group C: Emerging / High-growth,1397961.1130316507,847215.685632365
"Hong Kong SAR, China",2023,176.7861614,3.214489017,384716.6306,176.1996869,2.096605112,2.553524667,2.949,Group C: Emerging / High-growth,1480924.2249525073,910791.0010861487
"Hong Kong SAR, China",2024,181.7290123,2.541197539,395122.2073,177.6731645,1.729721191,-0.159360467,,Group B: Transitional / Mixed,-635312.383964551,-1644292.839967729
Indonesia,2015,21.16017926,4.8763223,34310706.14,20.77746098,6.363121131,1.122339818,4.514,Group A: High-GDP / Developed,-4496417.8630799195,10864325.632913457
Indonesia,2016,19.08899385,5.033069183,35652440.97,18.33234795,3.525805157,1.0744882,4.301,Group A: High-GDP / Developed,-10165946.474414133,-6676900.676528469
Indonesia,2017,20.17730444,5.069785901,37078930.31,19.17819264,3.80879807,1.022329398,3.783,Group A: High-GDP / Developed,-10754126.540441964,-7369511.844688833
Indonesia,2018,21.0027465,5.17429154,38621154.31,22.07156246,3.198346416,0.96974341,4.387,Group A: High-GDP / Developed,-11270508.32143721,-7918856.217755502
Indonesia,2019,18.5915278,5.01928768,40181952.63,19.03624974,3.03058665,0.935604959,3.59,Group A: High-GDP / Developed,-11570277.025373898,-8228417.281466687
Indonesia,2020,17.33116828,-2.065511829,39018992.88,15.64100712,1.920968006,0.849801187,4.255,Group A: High-GDP / Developed,-11089991.705003377,-8254039.7644049255
Indonesia,2021,21.41655564,3.702885628,40179715.02,18.78820264,1.560129905,0.704601322,3.827,Group A: High-GDP / Developed,-11373306.14107015,-8821301.278000712
Indonesia,2022,24.50291169,5.307197227,41997636.49,20.96175851,4.209463834,0.74605047,3.462,Group A: High-GDP / Developed,-11631411.330256738,-9394092.150584562
Indonesia,2023,21.7538472,5.049023318,43747900.6,19.58243967,3.670131424,0.842666137,3.308,Group A: High-GDP / Developed,-11039538.584576068,-8864760.360371845
Indonesia,2024,22.18331287,5.030344694,45576126.13,20.38933443,,0.813871513,,Group C: Emerging / High-growth,2641300.931684271,14247342.380733496
Japan,2015,17.43675984,1.560626697,4313243.367,17.99064852,0.795279631,-0.106124994,3.385,Group B: Transitional / Mixed,84054.17081765183,201663.9764317426
Japan,2016,16.05796924,0.753826746,4347980.626,15.25227761,-0.127258844,-0.051137415,3.132,Group B: Transitional / Mixed,-178968.36158088967,87671.06709918239
Japan,2017,17.5914391,1.675331752,4424444.726,16.83177447,0.484199796,-0.081874296,2.822,Group B: Transitional / Mixed,-232473.5717806907,317650.7673720159
Japan,2018,18.3149456,0.643391024,4458564.649,18.2949862,0.989094598,-0.126880068,2.467,Group B: Transitional / Mixed,-206342.05590463328,420272.756167422
Japan,2019,17.46352643,-0.402169201,4446875.593,17.75289168,0.468776159,-0.140464978,2.351,Group B: Transitional / Mixed,-144533.26995037496,492697.97147490125
Japan,2020,15.53318286,-4.168764571,4274051.37,15.80202577,-0.024995834,-0.294194618,2.809,Group B: Transitional / Mixed,-126358.8088414142,503116.1320713784
Japan,2021,18.10919194,2.696574042,4409539.541,18.62925429,-0.233352779,-0.459952416,2.809,Group B: Transitional / Mixed,-144869.38358372,428838.669010246
Japan,2022,21.54642412,0.941998775,4470877.451,25.26656271,2.497702782,-0.443851919,2.615,Group B: Transitional / Mixed,-122253.54796732869,514970.8269606551
Japan,2023,21.85159124,1.475034811,4558989.576,23.29928832,3.268133659,-0.487370782,2.6,Group B: Transitional / Mixed,189599.80020995982,167562.21893564495
Japan,2024,,0.083698564,4582726.686,,2.738536816,-0.435651699,,Group C: Emerging / High-growth,725200.4018529763,-950761.8686139326
Kiribati,2015,13.95745125,11.26532094,2250.682703,95.93164715,0.572015744,1.282858625,9.335,Group C: Emerging / High-growth,458287.04511273623,-1369845.4518139763
Kiribati,2016,16.61728055,7.088034658,2376.381269,94.65251019,1.917310902,1.413580252,,Group C: Emerging / High-growth,1388938.955974943,797350.7718724395
Kiribati,2017,13.25630874,3.749117826,2428.638537,87.30493822,0.355520889,1.505349825,,Group C: Emerging / High-growth,1572185.5252924785,735130.2476361943
Kiribati,2018,8.190350189,3.479439721,2475.902657,72.92718868,0.564030491,1.492854481,,Group C: Emerging / High-growth,1620936.1308223251,691047.9943481042
Kiribati,2019,14.97966682,3.264287565,2518.822476,81.61064391,-1.813079953,1.49349334,8.557,Group C: Emerging / High-growth,1555668.9886458947,673438.5469597295
Kiribati,2020,9.578726145,-1.468067181,2438.977696,67.13022997,2.553245544,1.742304693,10.971,Group C: Emerging / High-growth,1490856.737818436,714329.713116908
Kiribati,2021,3.767046025,8.479737871,2598.847978,70.75120355,2.053616768,1.790393476,,Group C: Emerging / High-growth,1572315.1761191622,844900.3438717707
Kiribati,2022,7.606580759,4.566325931,2673.945883,100.5370798,5.345954409,1.616440317,,Group C: Emerging / High-growth,1666777.023539388,948862.0442848039
Kiribati,2023,5.92034144,2.652010875,2702.173375,101.6665974,9.283073745,1.567338424,,Group C: Emerging / High-growth,1694611.9236487856,1052844.1254216675
Kiribati,2024,6.270950724,5.266899264,2802.456224,94.8799201,,1.488898419,,Group B: Transitional / Mixed,-763818.0585246189,-1925971.4826503992
"Korea, Dem. People's Rep.",2015,,,,,,0.486366779,,Group B: Transitional / Mixed,-0.23569369545487517,0.6162606118359697
"Korea, Dem. People's Rep.",2016,,,,,,0.479685661,,Group B: Transitional / Mixed,-0.5316188136881591,-0.3329130650250601
"Korea, Dem. People's Rep.",2017,,,,,,0.463479822,,Group B: Transitional / Mixed,-0.5757577365476872,-0.3324325085751234
"Korea, Dem. People's Rep.",2018,,,,,,0.438418123,,Group B: Transitional / Mixed,-0.6056532409093004,-0.3385106843686815
"Korea, Dem. People's Rep.",2019,,,,,,0.409804314,,Group B: Transitional / Mixed,-0.6291814695073484,-0.3546246166385837
"Korea, Dem. People's Rep.",2020,,,,,,0.37827356,,Group B: Transitional / Mixed,-0.5524560388634288,-0.3421982210750819
"Korea, Dem. People's Rep.",2021,,,,,,0.367478437,,Group B: Transitional / Mixed,-0.5797941694378197,-0.3801586044932281
"Korea, Dem. People's Rep.",2022,,,,,,0.366471008,,Group B: Transitional / Mixed,-0.5916295384036049,-0.41599883023742606
"Korea, Dem. People's Rep.",2023,,,,,,0.338821175,,Group B: Transitional / Mixed,-0.49833492116384914,-0.3632358219246034
"Korea, Dem. People's Rep.",2024,,,,,,0.304699893,,Group B: Transitional / Mixed,0.1304292391528079,0.34214786709208694
"Korea, Rep.",2015,42.98956153,2.809103268,32500678.67,36.14293286,0.706331772,0.527288497,3.546,Group A: High-GDP / Developed,-4231675.511534475,10216648.105528735
"Korea, Rep.",2016,40.13265091,2.946881715,33325917.94,33.47115855,0.97168574,0.396851823,3.65,Group A: High-GDP / Developed,-9419361.999760255,-6181360.827158382
"Korea, Rep.",2017,40.93420694,3.15963574,34282437.43,36.18671087,1.944332308,0.280968018,3.653,Group A: High-GDP / Developed,-9926801.648841644,-6605396.211930876
"Korea, Rep.",2018,41.71329084,2.907403774,35126555.45,37.27557467,1.47583935,0.433519028,3.824,Group A: High-GDP / Developed,-10319475.993677225,-6808036.549565152
"Korea, Rep.",2019,39.27586107,2.24397786,35790066.08,36.4812779,0.383000304,0.347874969,3.746,Group A: High-GDP / Developed,-10404838.891264925,-6819069.606189384
"Korea, Rep.",2020,36.35959055,-0.709415359,35487206.16,32.67445454,0.537288023,0.137869266,3.931,Group A: High-GDP / Developed,-10174668.936473627,-7096943.842740685
"Korea, Rep.",2021,41.8772295,4.304734819,37062526.29,38.32222742,2.498333333,-0.128757315,3.639,Group A: High-GDP / Developed,-10560473.37673361,-7799371.419147937
"Korea, Rep.",2022,48.27176422,2.612672192,38102218.22,48.26464507,5.089513651,-0.187486567,2.857,Group A: High-GDP / Developed,-10548801.50682999,-8231737.368716464
"Korea, Rep.",2023,43.99566987,1.356733243,38589254.2,43.94400932,3.59745625,0.077477253,2.675,Group A: High-GDP / Developed,-9747783.368294884,-7418919.350025701
"Korea, Rep.",2024,,,,,2.321743286,0.074317867,,Group B: Transitional / Mixed,-0.1871744675857012,0.05717857660384649
Lao PDR,2015,33.95225731,7.270065844,14962262.81,51.8460644,1.277354271,1.458364749,,Group B: Transitional / Mixed,-933753.189784103,4331703.6135600135
Lao PDR,2016,33.20942746,7.022836255,15764672.37,41.88246346,1.596912276,1.563175613,,Group A: High-GDP / Developed,-4452702.491689103,-1553649.3583448166
Lao PDR,2017,,6.892530873,16588709.24,,0.825478608,1.570297226,3.269,Group A: High-GDP / Developed,-6249697.674605305,133406.7555492072
Lao PDR,2018,,6.247960008,17353425.8,,2.040392669,1.55377802,,Group A: High-GDP / Developed,-6942061.091377465,1446357.3348837115
Lao PDR,2019,,5.457735092,18023426.43,,3.322558813,1.525763046,,Group A: High-GDP / Developed,-7217114.563732241,1574231.1376777051
Lao PDR,2020,,0.503031829,17845586.47,,5.10407263,1.493386752,,Group A: High-GDP / Developed,-7238924.01379464,1336981.0707033125
Lao PDR,2021,,2.528351005,18034944.31,,3.755620367,1.441416409,,Group A: High-GDP / Developed,-7310098.362134958,1281239.0588577683
Lao PDR,2022,,2.707426526,18263934.1,,22.95622251,1.409716701,1.209,Group A: High-GDP / Developed,-6886858.819350674,-166500.2765007795
Lao PDR,2023,,3.745681402,18686043.0,,31.23013417,1.392376672,,Group A: High-GDP / Developed,-6392214.016933286,882366.0843956193
Lao PDR,2024,,4.258257247,19218906.13,,23.13056959,1.35832703,,Group C: Emerging / High-growth,3585130.9979608688,4040413.9023866123
"Macao SAR, China",2015,78.50673324,-21.51429324,639646.9124,39.9916043,4.56056338,3.353152987,1.81,Group C: Emerging / High-growth,440914.9630509851,-1137822.9686336769
"Macao SAR, China",2016,76.64148702,-0.679183618,625955.5556,35.54298115,2.368957497,1.482194805,1.939,Group C: Emerging / High-growth,1081350.054481837,675115.4301830316
"Macao SAR, China",2017,80.53419918,9.860051514,692023.4423,34.39157626,1.228124041,-0.630334934,1.981,Group C: Emerging / High-growth,1172851.001511986,623239.2086338713
"Macao SAR, China",2018,82.66996164,6.405279157,724615.2679,33.19551901,3.004462932,1.606398806,1.803,Group C: Emerging / High-growth,1231559.407900105,596501.9316954582
"Macao SAR, China",2019,82.70639313,-2.56341515,692276.7857,31.99667072,2.751930811,1.96865626,1.73,Group C: Emerging / High-growth,1287587.7255282153,648492.1449289026
"Macao SAR, China",2020,61.46806209,-54.33610627,309940.1809,60.03230092,0.811410511,1.974426892,2.542,Group C: Emerging / High-growth,1378257.389484393,695846.2158963701
"Macao SAR, China",2021,90.93842518,23.53589132,384514.2857,76.75032066,0.026454365,-0.424008238,,Group C: Emerging / High-growth,1473823.5902925886,909300.0025764869
"Macao SAR, China",2022,84.39017374,-19.60934493,311486.7858,83.69084876,1.045028024,-0.764822084,,Group C: Emerging / High-growth,1587676.5422392248,971177.8557099506
"Macao SAR, China",2023,91.35835897,75.06185714,544089.5698,50.65172421,0.476384496,0.221222714,,Group C: Emerging / High-growth,1532843.161634369,1056216.1289096326
"Macao SAR, China",2024,89.75215341,8.808159685,584947.5983,45.36911687,,1.200775886,,Group B: Transitional / Mixed,-830434.9442382558,-1828208.0570620787
Malaysia,2015,69.4486909,5.091532422,37682.86104,61.92138155,2.104389802,1.733194456,3.1,Group C: Emerging / High-growth,458518.9927574496,-1361195.1428944338
Malaysia,2016,66.77544545,4.449781398,38670.16918,60.12356457,2.090566595,1.767310548,3.44,Group C: Emerging / High-growth,1281477.1687822246,730215.2728480463
Malaysia,2017,70.01174251,5.81272241,40202.22932,63.14343086,3.871201158,1.76466064,3.41,Group C: Emerging / High-growth,1422785.8076681257,663680.3905846295
Malaysia,2018,68.55497142,4.843086976,41438.05301,61.84765408,0.884709161,1.701747319,3.3,Group C: Emerging / High-growth,1497537.2470722257,624069.0694225436
Malaysia,2019,65.27776684,4.413187421,42581.53659,57.75079519,0.662891866,1.596466533,3.26,Group C: Emerging / High-growth,1543166.1701724362,671342.8729577167
Malaysia,2020,61.57793591,-5.456846584,39724.59859,55.21024653,-1.138702154,1.333633231,4.54,Group C: Emerging / High-growth,1479386.015862126,712662.807976677
Malaysia,2021,70.63305555,3.315349544,40571.31331,63.40293914,2.477102415,1.152513044,4.64,Group C: Emerging / High-growth,1450749.2007560409,760835.4895497517
Malaysia,2022,76.85018864,8.861821876,43640.81041,69.65522964,3.378698625,1.197772001,3.93,Group C: Emerging / High-growth,1510210.2702643157,866743.8330873516
Malaysia,2023,68.58190098,3.555487154,44638.19287,63.4824063,2.488865601,1.234028692,,Group C: Emerging / High-growth,1683529.0313536031,1047213.7680089697
Malaysia,2024,71.3546178,5.114155478,46351.82727,66.0117234,1.834100204,1.22058891,,Group B: Transitional / Mixed,-670961.5663221792,-1733626.4872417122
Marshall Islands,2015,44.24218835,1.885745979,3764.344262,94.24763201,,-2.020434666,,Group C: Emerging / High-growth,559610.5912573532,-1628593.5595312177
Marshall Islands,2016,36.49331021,2.504082744,3946.844411,79.83305253,,-2.261025352,,Group C: Emerging / High-growth,1525909.62453465,880118.1726337702
Marshall Islands,2017,39.1129153,3.558151885,4190.934686,86.03233505,,-2.504428523,,Group C: Emerging / High-growth,1741982.2655009613,828602.1886141916
Marshall Islands,2018,39.72577273,5.487179487,4542.342939,88.7565,,-2.709992229,,Group C: Emerging / High-growth,1802726.174367487,780416.1497702464
Marshall Islands,2019,37.06187205,10.45211473,5162.815007,115.9458566,,-2.862713965,6.342,Group C: Emerging / High-growth,1710898.164387437,743311.91020944
Marshall Islands,2020,35.48846154,-2.772887324,5172.575282,72.33751034,,-3.000928659,,Group C: Emerging / High-growth,1780743.4499536096,873073.429211711
Marshall Islands,2021,46.39497876,1.222272522,5405.274736,71.22734647,,-3.185596406,9.823,Group C: Emerging / High-growth,1616114.5833358048,837756.912083582
Marshall Islands,2022,40.81764009,-1.118067979,5516.880006,78.01767956,,-3.168085785,,Group C: Emerging / High-growth,1850668.5215856663,1066784.5719065762
Marshall Islands,2023,38.92244504,-3.934871099,5470.420069,71.24978789,,-3.168672277,,Group C: Emerging / High-growth,1875983.1403142752,1166433.6816981963
